time,angle,vel,accel,dis,turn_point
19.54,-5.5660,0.6178,1.0364,-0.6207,0
19.56,-4.8346,0.6361,0.9129,-0.6080,0
19.58,-4.0889,0.6518,0.7865,-0.5950,0
19.60,-3.3290,0.6649,0.6574,-0.5817,0
19.62,-2.5550,0.6754,0.5254,-0.5682,0
19.64,-1.7725,0.6832,0.3918,-0.5545,0
19.66,-0.9817,0.6883,0.2564,-0.5407,0
19.68,-0.1883,0.6907,0.1204,-0.5269,0
19.70,0.6020,0.6904,-0.0153,-0.5131,0
19.72,1.3892,0.6874,-0.1507,-0.4994,0
19.74,2.1677,0.6817,-0.2846,-0.4858,0
19.76,2.9373,0.6734,-0.4172,-0.4723,0
19.78,3.6983,0.6624,-0.5484,-0.4591,0
19.80,4.4391,0.6489,-0.6762,-0.4461,0
19.82,5.1656,0.6329,-0.8016,-0.4334,0
19.84,5.8721,0.6144,-0.9237,-0.4211,0
19.86,6.5529,0.5936,-1.0415,-0.4092,0
19.88,7.2083,0.5705,-1.1551,-0.3978,0
19.90,7.8325,0.5452,-1.2634,-0.3869,0
19.92,8.4257,0.5179,-1.3666,-0.3765,0
19.94,8.9880,0.4886,-1.4647,-0.3667,0
19.96,9.5138,0.4575,-1.5568,-0.3576,0
19.98,9.9977,0.4247,-1.6419,-0.3491,0
20.00,10.4453,0.3903,-1.7212,-0.3413,0
